album,file,key,chord,deg,color,p1,p1c,p2,p2c,prev3,prev3_color
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,v,maj,ii,min,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,v,maj,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,C#:min,vi,min,i,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#,ii,maj,vi,min,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,ii,maj,vi,min,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,ii,maj,vi,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,C#:min,vi,min,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#,ii,maj,vi,min,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,ii,maj,vi,min,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,ii,maj,vi,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,B,v,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#:min,ii,min,v,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#:min,ii,min,ii,min,v,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,B,v,maj,ii,min,ii,min,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,v,maj,ii,min,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,i,maj,v,maj,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,B,v,maj,i,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#:min,ii,min,v,maj,i,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#:min,ii,min,ii,min,v,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,B,v,maj,ii,min,ii,min,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,v,maj,ii,min,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,v,maj,ii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,C#:min,vi,min,i,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#,ii,maj,vi,min,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,ii,maj,vi,min,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,ii,maj,vi,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,C#:min,vi,min,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,F#,ii,maj,vi,min,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,ii,maj,vi,min,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,ii,maj,vi,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,i,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,iv,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D,bvii,maj,i,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,A,iv,maj,bvii,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,D:9/5,bvii,maj,iv,maj,bvii,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,02_-_With_A_Little_Help_From_My_Friends.lab,E,E,i,maj,bvii,maj,iv,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,,,,,,
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,,,,
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:min/b3,v,min,vii,min7,ii,7,,
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,v,min,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,v,min,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,v,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F,bvii,maj,vii,min7,ii,7,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,bvii,maj,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,bvii,maj,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:min,v,min,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:min/b7,v,min,v,min,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,Bb,biii,maj,v,min,v,min,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C:maj(9),iv,maj,biii,maj,v,min,v,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:maj6,bvii,maj,iv,maj,biii,maj,v,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,Bb,biii,maj,bvii,maj,iv,maj,biii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C:maj(9),iv,maj,biii,maj,bvii,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,iv,maj,biii,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,i,maj,iv,maj,biii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,v,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,v,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F,bvii,maj,vii,min7,ii,7,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,bvii,maj,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,bvii,maj,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min,vii,min,ii,7,ii,maj,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:min,v,min,vii,min,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:min/b7,v,min,v,min,vii,min,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,Bb,biii,maj,v,min,v,min,vii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C:maj(9),iv,maj,biii,maj,v,min,v,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:maj6,bvii,maj,iv,maj,biii,maj,v,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,Bb,biii,maj,bvii,maj,iv,maj,biii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C:maj(9),iv,maj,biii,maj,bvii,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,iv,maj,biii,maj,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,i,maj,iv,maj,biii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,i,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,v,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,v,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,ii,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,ii,maj,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min,vii,min,ii,7,ii,maj,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F,bvii,maj,vii,min,ii,7,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,bvii,maj,vii,min,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min7,vii,min7,ii,7,bvii,maj,vii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F:aug,bvii,aug,vii,min7,ii,7,bvii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A:7/b7,ii,7,bvii,aug,vii,min7,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,F#:min,vii,min,ii,7,bvii,aug,vii,min7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D:maj(*3),v,maj,vii,min,ii,7,bvii,aug
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,vii,min,ii,7
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,vii,min
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,A,ii,maj,v,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,ii,maj,v,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,ii,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,ii,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,D,v,maj,iv,maj,i,maj,v,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,G,i,maj,v,maj,iv,maj,i,maj
08_-_Sgt._Pepper's_Lonely_Hearts_Club_Band,03_-_Lucy_In_The_Sky_With_Diamonds.lab,G,C,iv,maj,i,maj,v,maj,iv,maj
